Term	ID	Genes	Adj.pvalue	Enrichment
MAPK cascade	GO:0000165	ACKR3 BMP8B C1QTNF1 CD24 CD36 CD4 CHI3L1 CSPG4 EPHA4 F2R FBLN1 FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF HGF IGF2 IGFBP3 ILK INHBA ITGA1 LPAR1 NOTCH1 OXTR PDGFC PDGFRB PSME2 RASGRP1 RGS4 SLC9A3R1 SPRY4 TGFB2 TRIB3 VEGFA WNT16	0.0263626462064348	0.0448791714614499
response to other organism	GO:0051707	ACTA2 ADAMTS5 ALPL ANKRD1 B2M BST2 CD24 CD36 CD4 CHRM2 CLU CXCL12 DCN DDIT4 F2R GBP1 GJA1 HSPB1 IFI44 IFITM1 MICB MX2 NLRC5 NOTCH1 OAS2 OAS3 PENK RBPJ STAT1 TFPI THBD VCAM1	0.0263626462064348	0.0372526193247963
cardiac neural crest cell development involved in outflow tract morphogenesis	GO:0061309	HES1 JAG1 SEMA3C	0.0263626462064348	0.333333333333333
regulation of extrinsic apoptotic signaling pathway in absence of ligand	GO:2001239	EYA2 GDNF HSPA1A IFI6 INHBA UNC5B	0.0265742638515784	0.130434782608696
endoderm formation	GO:0001706	COL11A1 COL12A1 COL4A2 INHBA ITGA5 ITGA7 MMP2	0.0267534874534523	0.127272727272727
retinoid metabolic process	GO:0001523	ALDH1A3 CRABP2 DHRS3 GPC6 RBP4 RDH5 SDC1 SDC2	0.0267534874534523	0.0879120879120879
embryonic camera-type eye development	GO:0031076	ALDH1A3 NES PPP1R13L SOX11 TBX2 WNT16	0.0268798402900509	0.162162162162162
response to external biotic stimulus	GO:0043207	ACTA2 ADAMTS5 ALPL ANKRD1 B2M BST2 CD24 CD36 CD4 CHRM2 CLU CXCL12 DCN DDIT4 F2R GBP1 GJA1 HSPB1 IFI44 IFITM1 MICB MX2 NLRC5 NOTCH1 OAS2 OAS3 PENK RBPJ STAT1 TFPI THBD VCAM1	0.0271639229533706	0.037122969837587
bundle of His cell-Purkinje myocyte adhesion involved in cell communication	GO:0086073	DSG2 DSP JUP	0.0271639229533706	0.5
camera-type eye morphogenesis	GO:0048593	ALDH1A3 COL8A2 JAG1 PTN RBP4 SOX11 TBX2 TENM3 VEGFA WNT16	0.0278761241708137	0.0934579439252336
negative regulation of blood coagulation	GO:0030195	C1QTNF1 CD9 PRKG1 SERPINB2 SERPINE2 THBD	0.0278821010635625	0.122448979591837
synapse organization	GO:0050808	AMIGO2 CLSTN2 COL4A1 DNER ELFN1 EPHA4 F2R FLRT2 GDNF LRRN1 LRRN3 OXTR PALM PLXND1 PTN RELN SHANK2 TPBG	0.0278821010635625	0.072289156626506
cell differentiation involved in kidney development	GO:0061005	ACTA2 CD24 GDNF HES1 JAG1 NOTCH1 STAT1	0.0279322721151626	0.12962962962963
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	GO:2001240	EYA2 GDNF HSPA1A IFI6 UNC5B	0.0279322721151626	0.147058823529412
regulation of blood pressure	GO:0008217	ACTA2 ADM2 CORIN EDNRA F2R GAS6 GJA1 HMOX1 MME NR2F2 OXTR POSTN	0.0283623093852443	0.0701754385964912
cellular calcium ion homeostasis	GO:0006874	ATP13A3 C1QTNF1 CACNA1A CCKAR CD24 CD36 CD4 CEMIP CXCL12 DMD EDNRA F2R GJA1 ITPR3 JPH2 LPAR1 OXTR SLC24A3 SLC25A23 TRPC4 TRPC6	0.0286361228026807	0.0523690773067332
heart valve development	GO:0003170	FGFRL1 HEYL JAG1 NOTCH1 SOX4 TGFB2	0.0286361228026807	0.15
osteoblast differentiation	GO:0001649	ALPL FAM20C HGF ID4 IFITM1 IGFBP3 ILK ITGA11 JAG1 NOTCH1 PENK SMOC1 SOX11 SPP1	0.0286561633765863	0.0696517412935323
negative regulation of cell-substrate adhesion	GO:0010812	AJAP1 FBLN1 FZD4 FZD7 GBP1 NOTCH1 POSTN	0.0292849214412302	0.134615384615385
cellular response to vitamin K	GO:0071307	GAS6 POSTN	0.0293059163669275	1
smooth muscle cell proliferation	GO:0048659	CNN1 DDX39B HMOX1 IGFBP3 ILK MMP2 MYOCD NOTCH3 PDGFRB STAT1	0.0293457815190119	0.0854700854700855
intracellular signal transduction	GO:0035556	A2M ACKR3 ADM2 AKAP12 ANKRD1 ARHGDIB AUTS2 BMP8B BRIP1 BST2 C1QTNF1 CAMK1D CD24 CD36 CD4 CELSR1 CHI3L1 CLU CMKLR1 CRLF1 CSNK2B CSPG4 CXCL12 DAPK1 DCN DDIT4 DMD DOCK10 EPHA4 EPHA5 F2R FBLN1 FGF1 FGF7 FLRT2 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF GJA1 HES1 HGF HIC1 HMOX1 HOMER2 HSPA1A HSPB1 IER3 IGF2 IGFBP3 ILK INHBA ITGA1 ITPR3 JPH2 LPAR1 LRRC15 MCTP2 NDNF NFATC1 NOTCH1 OXTR PDE10A PDGFC PDGFRB PLCD1 PLEKHG2 PODNL1 PPP1R13L PRKG1 PSME2 RAC2 RASGRP1 RELN RGS4 RPS6KA2 SERPINE2 SESN3 SIK1 SLC9A3R1 SOX11 SOX4 SPHK1 SPRY4 STAT1 STK32B STK38L TGFB2 TRIB3 UACA UNC5B VCAM1 VEGFA WNK4 WNT16	0.0293457815190119	0.0370511841100076
positive regulation of kinase activity	GO:0033674	CD24 CD4 CEMIP CENPE CHI3L1 CLU CSPG4 EPHA4 F2R FAM20A FGF1 FLT1 FZD4 GAS6 HGF HSPA2 IGF2 ILK ITGA1 ITGB3 LPAR1 PDGFC PDGFRB RASGRP1 RELN TGFB2 VEGFA VLDLR	0.0304277110136177	0.0525328330206379
negative regulation of pro-B cell differentiation	GO:2000974	HES1 NOTCH1	0.0305795247695639	0.666666666666667
cardiac vascular smooth muscle cell differentiation	GO:0060947	MYOCD NOTCH1 VEGFA	0.0313965223492947	0.375
inner ear development	GO:0048839	ALDH1A3 CELSR1 COL11A1 HES1 JAG1 KCNK2 LRIG3 MAF NOTCH1 PDGFRB RBPJ SLC9A3R1 TGFB2	0.0314772111402277	0.0730337078651685
ameboidal-type cell migration	GO:0001667	ARHGDIB CSNK2B CYGB DCN DPP4 ENPP2 FGF1 FGF7 GDNF HSPB1 ILK ITGB3 NOTCH1 NR2F2 NRP2 PLXND1 SEMA3C TGFB2 TNS1 VEGFA	0.0315075549372482	0.0611620795107034
positive regulation of protein metabolic process	GO:0051247	ACKR3 AUTS2 BMP8B C1QTNF1 CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLEC3B CLU CRLF1 CSNK2B CSPG4 CTSC DAPK1 DDX39B ENPP2 EPHA4 F2R FAM129A FAM20A FBLN1 FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 GJA1 HES1 HGF HMOX1 HSPA1A HSPA2 HSPB1 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LPAR1 NOTCH1 PDGFC PDGFRB PSME2 RASGRP1 RELN SMYD3 SOX4 SPHK1 TADA2A TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNT16	0.0316987953983756	0.0391527599486521
negative regulation of extrinsic apoptotic signaling pathway	GO:2001237	DAPK1 EYA2 GDNF HGF HMOX1 HSPA1A IFI6 ITGA6 UNC5B	0.0316992873834842	0.09
vascular smooth muscle cell differentiation	GO:0035886	HES1 MYOCD NOTCH1 VEGFA	0.0323194769273388	0.210526315789474
regulation of blood coagulation	GO:0030193	C1QTNF1 CD36 CD9 F2R PRKG1 SERPINB2 SERPINE2 THBD	0.0331554504471374	0.0941176470588235
autonomic nervous system development	GO:0048483	EDNRA GDNF HES1 NRP2 SOX11 SOX4	0.0332080448339534	0.13953488372093
ERK1 and ERK2 cascade	GO:0070371	ACKR3 CD36 CD4 CHI3L1 F2R FBLN1 FGF1 GAS6 GBP1 NOTCH1 OXTR PDGFC PDGFRB RASGRP1 SLC9A3R1 SPRY4	0.0333173079894966	0.0583941605839416
negative regulation of coagulation	GO:0050819	C1QTNF1 CD9 PRKG1 SERPINB2 SERPINE2 THBD	0.0333173079894966	0.115384615384615
developmental process involved in reproduction	GO:0003006	ALPL BRIP1 DCN FZD4 GJA1 HES1 HSPA2 ID4 IGF2 INHBA ITGB8 KRT19 MYOCD NOTCH1 NR2F2 PBX1 PDGFRB PHLDA2 PLCD1 PTGIS RBP4 RBPJ SDC1 SERPINE2 SPP1 SULF1 TBX3 TCF7 TGFB2 VEGFA	0.0341623823276415	0.046875
regulation of animal organ formation	GO:0003156	FGF1 GDNF HES1 NOTCH1 SULF1	0.0342277629593156	0.151515151515152
auditory receptor cell differentiation	GO:0042491	HES1 JAG1 NOTCH1 RBPJ SLC9A3R1	0.0342992621997881	0.166666666666667
muscle tissue morphogenesis	GO:0060415	ANKRD1 COL11A1 DSP HEG1 MYLK NOTCH1 RBPJ TGFB2	0.0342992621997881	0.108108108108108
ventricular trabecula myocardium morphogenesis	GO:0003222	HEG1 NOTCH1 RBPJ TGFB2	0.0344112384655932	0.25
esophagus smooth muscle contraction	GO:0014846	SULF1 SULF2	0.035756457234666	1
positive regulation of cytosolic calcium ion concentration	GO:0007204	C1QTNF1 CACNA1A CCKAR CD24 CD36 CD4 CEMIP DMD EDNRA F2R GJA1 ITPR3 JPH2 LPAR1 OXTR TRPC6	0.035756457234666	0.0579710144927536
placenta blood vessel development	GO:0060674	HES1 ITGB8 NR2F2 PLCD1 RBPJ	0.035756457234666	0.161290322580645
cellular response to hypoxia	GO:0071456	ANKRD1 BRIP1 HMOX1 KCNK2 KCNMB1 NDNF NOTCH1 PSME2 PTGIS PTN RBPJ TRPC6 VEGFA	0.035756457234666	0.0691489361702128
positive regulation of cellular metabolic process	GO:0031325	AATF ACKR3 AGPAT1 AKAP12 ANKRD1 ARNT2 ASS1 ATF5 AUTS2 BEX1 BMP8B C1QTNF1 CAMTA2 CD24 CD36 CD4 CDH3 CEMIP CENPE CHI3L1 CLEC3B CLU CREB5 CRLF1 CSNK2B CSPG4 CTSC DAPK1 DCN DDX39B EDNRA ENPP2 EPHA4 ETV1 EYA2 F2R FAM129A FAM20A FBLN1 FGF1 FGF7 FLT1 FOXE1 FZD4 FZD7 GAS6 GDNF HES1 HEYL HGF HMOX1 HSPA1A HSPA2 HSPB1 ID4 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGA6 ITGB3 JAG1 KCTD20 LDB2 LPAR1 LUM MAF MEIS2 MYOCD NFATC1 NFIB NLRC5 NOTCH1 NOTCH3 NR2F2 PBX1 PDGFC PDGFRB PID1 PITX1 PSME2 RARB RASGRP1 RBPJ RELN SMYD3 SOX11 SOX4 SPHK1 SPP1 STARD4 STAT1 TADA2A TBX3 TGFB2 TRIB3 TRPC6 TRPS1 VEGFA VLDLR WNT16 ZNF423	0.0359101195500856	0.035016835016835
positive regulation of cellular protein metabolic process	GO:0032270	ACKR3 AUTS2 BMP8B C1QTNF1 CD24 CD36 CD4 CEMIP CENPE CHI3L1 CLEC3B CLU CRLF1 CSNK2B CSPG4 CTSC DAPK1 DDX39B ENPP2 EPHA4 F2R FAM129A FAM20A FBLN1 FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 HES1 HGF HSPA1A HSPA2 IGF2 IGFBP3 ILK INHBA ITGA1 ITGA5 ITGB3 LPAR1 NOTCH1 PDGFC PDGFRB PSME2 RASGRP1 RELN SMYD3 SOX4 SPHK1 TADA2A TGFB2 TRIB3 TRPC6 VEGFA VLDLR WNT16	0.0362790351485375	0.0394289598912305
positive regulation of CREB transcription factor activity	GO:0032793	CAMK1D EPHA5 RELN VEGFA	0.036477093807364	0.266666666666667
positive regulation of neuron projection development	GO:0010976	ANKRD1 CAMK1D CRABP2 CXCL12 DPYSL3 EPHA4 HGF ILK LPAR1 NDNF PLXND1 PTN RELN TENM3 TRPV2 VEGFA VLDLR	0.036500205583171	0.0723404255319149
motor neuron migration	GO:0097475	NHSL1 RELN VEGFA	0.036500205583171	0.428571428571429
exocytosis	GO:0006887	A2M B2M BST2 CD36 CD9 CDA CHI3L1 CLEC3B CLU CSNK2B CTSC DSP ENDOD1 GALNS GAS6 HGF HMOX1 HSPA1A IGF2 ISLR ITGB3 JUP LGALS3BP MGAM MME NOTCH1 PCDH7 RAC2 RASGRP1 SDC1 SEPT5 SYT7 TGFB2 TNFAIP6 TUBB VCL VEGFA	0.0370988987499729	0.044311377245509
positive regulation of ossification	GO:0045778	FAM20C HGF ID4 IFITM1 ILK JAG1 SOX11 TGFB2	0.0375364818249549	0.0975609756097561
limb morphogenesis	GO:0035108	CRABP2 NOTCH1 PBX1 PITX1 PLXNA2 RARB SEMA3C SOX11 SOX4 TBX2 TBX3 TGFB2	0.0375364818249549	0.0827586206896552
venous blood vessel development	GO:0060841	HEG1 NOTCH1 SEMA3C VEGFA	0.0375364818249549	0.25
negative regulation of oligodendrocyte differentiation	GO:0048715	HES1 ID4 NOTCH1	0.037571932471921	0.3
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	GO:0007157	AMIGO2 CADM1 ITGA5 TENM2 TENM3 VCAM1	0.0377502147729568	0.13953488372093
response to interferon-alpha	GO:0035455	BST2 GAS6 IFITM1 MX2	0.0378230938705366	0.2
cellular response to oxygen levels	GO:0071453	ANKRD1 BRIP1 HMOX1 KCNK2 KCNMB1 LPAR1 NDNF NOTCH1 PSME2 PTGIS PTN RBPJ TRPC6 VEGFA	0.0378374279157673	0.0663507109004739
regulation of platelet activation	GO:0010543	C1QTNF1 CD9 PRKG1 SERPINE2 THBD	0.0384586818766532	0.15625
regulation of systemic arterial blood pressure	GO:0003073	CORIN F2R GAS6 GJA1 MME NR2F2 OXTR POSTN	0.0384586818766532	0.0909090909090909
negative regulation of epithelial cell differentiation	GO:0030857	HES1 JAG1 NOTCH1 STAT1 TBX3	0.0386948290930955	0.135135135135135
metal ion homeostasis	GO:0055065	ATP13A3 B2M C1QTNF1 CACNA1A CCKAR CD24 CD36 CD4 CEMIP CORIN CXCL12 DMD EDNRA F2R FAM20A GJA1 HMOX1 ITPR3 JPH2 KCNMA1 LPAR1 OXTR SLC24A3 SLC25A23 SLC7A8 TRPC4 TRPC6	0.0386948290930955	0.046875
ATP transport	GO:0015867	GJA1 SLC25A23 SLC25A4	0.0390839386263134	0.272727272727273
cardiac muscle cell-cardiac muscle cell adhesion	GO:0086042	DSG2 DSP JUP	0.0391487161309531	0.428571428571429
chemical homeostasis	GO:0048878	ATP13A3 B2M C1QTNF1 CACNA1A CCKAR CD24 CD36 CD4 CEMIP CORIN CXCL12 DCN DMD EDNRA EPHA5 F2R FAM20A FHL1 FLG GAS6 GJA1 HMOX1 HOMER2 IFI6 ITPR3 JPH2 KCNMA1 LPAR1 MALL OXTR RBP4 SESN3 SLC24A3 SLC25A23 SLC7A8 SLC9A3R1 SOX4 STAT1 TMEM97 TRPC4 TRPC6 VEGFA WNK4	0.0395025586704111	0.0413461538461538
regulation of platelet aggregation	GO:0090330	C1QTNF1 CD9 PRKG1 SERPINE2	0.0408034517987795	0.222222222222222
regulation of cytosolic calcium ion concentration	GO:0051480	C1QTNF1 CACNA1A CCKAR CD24 CD36 CD4 CEMIP DMD EDNRA F2R GJA1 ITPR3 JPH2 LPAR1 OXTR TRPC4 TRPC6	0.0408034517987795	0.0550161812297735
positive regulation of protein serine/threonine kinase activity	GO:0071902	CD24 CEMIP CHI3L1 CSPG4 EPHA4 F2R FAM20A FGF1 FLT1 FZD4 HGF HSPA2 IGF2 ILK ITGA1 LPAR1 PDGFC PDGFRB RASGRP1 VEGFA	0.0415562400543714	0.0583090379008746
positive regulation of Ras protein signal transduction	GO:0046579	AUTS2 F2R LPAR1 NOTCH1 PDGFRB RASGRP1	0.0419427444119521	0.125
negative regulation of auditory receptor cell differentiation	GO:0045608	HES1 NOTCH1	0.0419427444119521	0.666666666666667
negative regulation of apoptotic signaling pathway	GO:2001234	ACKR3 CLU CXCL12 DAPK1 EYA2 GDNF HGF HMOX1 HSPA1A HSPB1 IFI6 ITGA6 UNC5B	0.0419427444119521	0.0637254901960784
response to vitamin D	GO:0033280	ALPL CD4 PENK PTN SPP1	0.0420904864143983	0.138888888888889
diterpenoid metabolic process	GO:0016101	ALDH1A3 CRABP2 DHRS3 GPC6 RBP4 RDH5 SDC1 SDC2	0.0423055918010355	0.0816326530612245
regulation of ERK1 and ERK2 cascade	GO:0070372	ACKR3 CD36 CD4 CHI3L1 F2R FBLN1 FGF1 GAS6 GBP1 NOTCH1 PDGFC PDGFRB RASGRP1 SLC9A3R1 SPRY4	0.0424175724999759	0.0581395348837209
myelination	GO:0042552	CD9 CLU EPB41L3 HGF ID4 ILK LPAR1 MALL RARB TSPAN2	0.0425796686100839	0.0917431192660551
response to nutrient	GO:0007584	ALPL BRIP1 CCKAR CD4 GAS6 HMOX1 PENK POSTN PTN SPP1 SSTR1 VCAM1	0.0425796686100839	0.069364161849711
collagen fibril organization	GO:0030199	COL11A1 COL12A1 COL5A3 LUM TGFB2 TNXB	0.0427909673069404	0.13953488372093
Wnt signaling pathway	GO:0016055	BICC1 CD24 CDH3 CELSR1 CPE CSNK2B FZD4 FZD7 GPC6 HIC1 ILK JUP NFATC1 NOTCH1 PSME2 RBPJ SDC1 SLC9A3R1 SOX4 SULF1 SULF2 TCF7 TCF7L1 WISP1 WNT16	0.0427909673069404	0.0534188034188034
negative regulation of cellular metabolic process	GO:0031324	A2M AATF ANKRD1 ATF5 BACE2 BST2 CBLB CD36 CDA CLU DAPK1 DCN DDIT4 DHFR DMD EDNRA ELFN1 EPHA4 FAM129A FBLN1 FLRT2 FOXE1 FOXS1 GAS6 GBP1 GDNF GJA1 HES1 HEYL HGF HIC1 HMOX1 HSPA1A HSPB1 ID4 IFI6 IGF2 IGFBP3 ILK INHBA ITGB3 KCNK2 LOXL3 LPAR1 LRRC15 MAF MEIS2 MMP3 MYOCD NFIB NOTCH1 NOTCH3 NPAS1 NR2F2 PALM PID1 PITX1 PODNL1 PPP1R11 PPP1R13L PSME2 PTGIS RARB RBPJ RGS4 RUNX1T1 SERPINA9 SERPINB2 SERPINE2 SIK1 SLC9A3R1 SMYD3 SOX11 SOX4 SPRY4 STAT1 TBX2 TBX3 TCF7 TENM2 TFPI TFPI2 TGFB2 TRIB3 TRPS1 VEGFA VLDLR WFDC1 ZNF423	0.0429575789487514	0.0354440461967344
endoderm development	GO:0007492	COL11A1 COL12A1 COL4A2 INHBA ITGA5 ITGA7 MMP2 NOTCH1	0.0438487376441791	0.10126582278481
heart trabecula morphogenesis	GO:0061384	HEG1 NOTCH1 RBP4 RBPJ TGFB2	0.0438637577291858	0.151515151515152
forebrain development	GO:0030900	ALDH1A3 ATF5 CCKAR CXCL12 EPHA5 HES1 ID4 INHBA LPAR1 NFIB NOTCH1 NOTCH3 NR2F2 OXTR PITX1 PRKG1 PTN RARB RBPJ RELN SSTR1 TBX3	0.0440864660861462	0.0604395604395604
regulation of protein serine/threonine kinase activity	GO:0071900	CD24 CEMIP CHI3L1 CSPG4 EPHA4 F2R FAM20A FGF1 FLT1 FZD4 HGF HSPA2 HSPB1 IGF2 ILK ITGA1 LPAR1 MYOCD NR2F2 PDGFC PDGFRB RASGRP1 RGS4 TRIB3 VEGFA	0.0440864660861462	0.05175983436853
muscle organ morphogenesis	GO:0048644	ANKRD1 COL11A1 DSP HEG1 MYLK NOTCH1 RBPJ TGFB2	0.0440864660861462	0.1
response to vitamin	GO:0033273	ALPL BRIP1 CD4 GAS6 PENK POSTN PTN SPP1	0.0440864660861462	0.0879120879120879
endocardial cushion formation	GO:0003272	HEYL NOTCH1 RBPJ TGFB2	0.0445829284485488	0.181818181818182
optic cup morphogenesis involved in camera-type eye development	GO:0002072	ALDH1A3 SOX11 WNT16	0.0448157865154721	0.375
embryonic digestive tract development	GO:0048566	RARB SOX11 TCF7 TGFB2 VPS52	0.0450198632101943	0.142857142857143
regulation of cell morphogenesis	GO:0022604	CRABP2 CXCL12 ENPP2 EPB41L3 EPHA4 FBLIM1 FBLN1 GBP1 ILK ITGA7 LPAR1 PALM PLXNA2 PLXND1 POSTN PTN RELN S100A10 SDC2 SLC9A3R1 SPP1 SYNE3 TRPC6 TRPV2 VEGFA	0.0450198632101943	0.0592417061611374
seminal vesicle development	GO:0061107	ID4 SERPINE2	0.0452071293174162	0.666666666666667
coronary vein morphogenesis	GO:0003169	NOTCH1 VEGFA	0.0456994870838437	1
negative regulation of protein phosphorylation	GO:0001933	CBLB DCN DDIT4 DMD FAM129A FBLN1 FLRT2 GBP1 HGF HSPB1 IGFBP3 ILK LRRC15 MYOCD NR2F2 PID1 PODNL1 RGS4 SLC9A3R1 SMYD3 SPRY4 TRIB3	0.0456994870838437	0.054320987654321
leukocyte chemotaxis	GO:0030595	CAMK1D CMKLR1 CXCL12 FLT1 GAS6 IL16 ITGA1 NBL1 RAC2 TGFB2 VEGFA	0.0463562206010463	0.0552763819095477
cardiac ventricle formation	GO:0003211	NOTCH1 SOX11 SOX4	0.0463562206010463	0.3
signal transduction by protein phosphorylation	GO:0023014	ACKR3 BMP8B C1QTNF1 CD24 CD36 CD4 CHI3L1 CSPG4 EPHA4 F2R FBLN1 FGF1 FGF7 FLT1 FZD4 FZD7 GAS6 GBP1 GDNF HGF IGF2 IGFBP3 ILK INHBA ITGA1 LPAR1 NOTCH1 OXTR PDGFC PDGFRB PSME2 RASGRP1 RGS4 SLC9A3R1 SPRY4 TGFB2 TRIB3 VEGFA WNT16	0.0464637890287069	0.0433815350389321
ureteric bud morphogenesis	GO:0060675	FGF1 GDNF HES1 ILK KIF26B PBX1 VEGFA	0.0472975474584455	0.109375
formation of primary germ layer	GO:0001704	COL11A1 COL12A1 COL4A2 EYA2 FZD7 INHBA ITGA5 ITGA7 ITGB3 MMP2	0.0472975474584455	0.0826446280991736
cell-matrix adhesion	GO:0007160	ADAMTS12 AJAP1 CD36 COL5A3 ILK ITGA1 ITGA11 ITGA6 ITGA7 ITGB3 POSTN S100A10 VCAM1 VCL VEGFA	0.0475347668287974	0.0738916256157636
cellular response to decreased oxygen levels	GO:0036294	ANKRD1 BRIP1 HMOX1 KCNK2 KCNMB1 NDNF NOTCH1 PSME2 PTGIS PTN RBPJ TRPC6 VEGFA	0.0484182601864055	0.0666666666666667
negative regulation of smooth muscle cell proliferation	GO:0048662	CNN1 HMOX1 IGFBP3 ILK MYOCD	0.0485216685662164	0.131578947368421
axon ensheathment	GO:0008366	CD9 CLU EPB41L3 HGF ID4 ILK LPAR1 MALL RARB TSPAN2	0.0495187451225782	0.0892857142857143
cardiac neural crest cell development involved in heart development	GO:0061308	HES1 JAG1 SEMA3C	0.0496245001190484	0.272727272727273
Notch signaling involved in heart development	GO:0061314	JAG1 NOTCH1 RBPJ	0.0498843076232186	0.333333333333333
